City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
209,Narimanov,RU,46.6927,47.8498,82.31,53,94,9.26,overcast clouds
210,Envira,BR,-7.3,-70.2167,82.92,49,8,0.34,clear sky
211,Esna,EG,25.2934,32.554,103.78,9,0,16.2,clear sky
212,Quatre Cocos,MU,-20.2078,57.7625,68.09,69,82,20.74,light rain
213,Raichur,IN,16.2,77.3667,86.04,57,100,7.61,overcast clouds
214,Olinda,BR,-8.0089,-34.8553,73.13,88,100,13.8,mist
215,Sorong,ID,-0.8833,131.25,79.21,86,100,9.06,overcast clouds
216,Desbiens,CA,48.4178,-71.9495,71.49,87,100,13.27,overcast clouds
217,Grand Gaube,MU,-20.0064,57.6608,68.38,74,79,11.99,light rain
218,Kindu,CD,-2.95,25.95,89.74,39,43,2.35,scattered clouds
219,Hambantota,LK,6.1241,81.1185,79.14,94,40,10.36,light rain
220,Salinopolis,BR,-0.6136,-47.3561,85.17,62,8,4.23,clear sky
221,Montabaur,DE,50.4333,7.8333,82.54,68,98,7.11,overcast clouds
222,Alta Floresta,BR,-9.8756,-56.0861,89.26,27,0,5.48,clear sky
223,Nieuw Nickerie,SR,5.95,-56.9833,82.54,70,32,3.38,scattered clouds
224,Castro,BR,-24.7911,-50.0119,68.86,59,3,5.84,clear sky
225,Muriti,TZ,-1.9833,32.9167,76.24,49,10,3.29,clear sky
226,San Patricio,US,28.017,-97.5169,87.89,63,0,15.01,clear sky
227,Terney,RU,45.0503,136.6092,61.97,98,100,5.5,overcast clouds
228,Grindavik,IS,63.8424,-22.4338,54.07,94,75,11.5,light intensity drizzle
229,Urumqi,CN,43.801,87.6005,83.35,20,0,4.47,clear sky
230,Lasa,IT,46.6166,10.7002,89.69,62,60,3.78,broken clouds
231,Ostrovnoy,RU,68.0531,39.5131,55.98,77,63,5.64,broken clouds
232,Joshimath,IN,30.5667,79.5667,72.3,95,100,1.95,overcast clouds
233,Tanuma,JP,36.3667,139.5833,77.29,87,100,2.8,overcast clouds
234,Polis,CY,35.0367,32.4264,92.28,47,0,9.35,clear sky
235,Kinshasa,CD,-4.3246,15.3215,94.21,32,76,0.87,broken clouds
236,Marsassoum,SN,12.8275,-15.9806,85.69,69,100,0.6,light rain
237,Piacabucu,BR,-10.4056,-36.4344,79.54,60,97,8.34,overcast clouds
238,Kongolo,CD,-5.3833,27.0,91.44,24,65,5.95,broken clouds
239,Yar-Sale,RU,66.8333,70.8333,51.21,60,100,8.84,overcast clouds
240,Gopalpur,IN,19.2667,84.9167,84.87,80,100,6.33,overcast clouds
241,Ruy Barbosa,BR,-12.2839,-40.4939,77.22,55,57,6.6,broken clouds
242,Varnamo,SE,57.186,14.04,93.27,35,70,5.01,broken clouds
243,Namibe,AO,-15.1961,12.1522,70.38,65,1,10.27,clear sky
244,Narsaq,GL,60.9167,-46.05,62.82,67,9,3.47,clear sky
245,Port Augusta,AU,-32.5,137.7667,49.86,87,47,7.94,scattered clouds
246,Pangody,RU,65.85,74.4859,47.75,74,100,12.48,overcast clouds
247,Varberg,SE,57.1056,12.2508,92.41,64,99,4.41,overcast clouds
248,Da Lat,VN,11.9465,108.4419,60.39,98,100,1.61,overcast clouds
249,Port Blair,IN,11.6667,92.75,81.09,85,100,15.03,heavy intensity rain
250,Tabou,CI,4.423,-7.3528,78.44,64,73,7.94,broken clouds
251,Kahului,US,20.8947,-156.47,73.42,78,100,12.66,overcast clouds
252,Talakan,RU,50.3167,130.3667,62.24,94,75,2.19,broken clouds
253,Nhulunbuy,AU,-12.2333,136.7667,72.21,60,98,11.5,overcast clouds
254,Pachino,IT,36.7186,15.0907,83.23,57,0,8.88,clear sky
255,San Borja,BO,-14.8167,-66.85,81.27,49,5,3.27,clear sky
256,Carnarvon,AU,-24.8667,113.6333,67.21,66,95,15.77,overcast clouds
257,Natal,BR,-5.795,-35.2094,80.82,83,75,5.75,broken clouds
258,Labuhan,ID,-6.8844,112.2051,77.77,78,82,8.7,broken clouds
259,Mitu,CO,1.1983,-70.1733,71.64,98,99,1.45,overcast clouds
260,Thatta,PK,24.7475,67.9235,86.85,70,94,20.33,overcast clouds
261,Chuy,UY,-33.6971,-53.4616,63.48,92,100,7.36,overcast clouds
262,Redlands,US,34.0556,-117.1825,86.74,35,100,0.74,overcast clouds
263,Menongue,AO,-14.6585,17.691,83.32,15,5,2.8,clear sky
264,Asfi,MA,32.2994,-9.2372,82.9,56,4,23.4,clear sky
265,Gobabis,NA,-22.45,18.9667,71.28,17,0,12.86,clear sky
266,Skibbereen,IE,51.55,-9.2667,62.11,65,100,5.61,overcast clouds
